label,seed,step,mean_skill,peak_skill
BROAD,22,150,0.3588945324323763,0.518379524023568
BROAD,22,200,0.3675586267898962,0.5254412038140499
BROAD,22,250,0.37471958465510136,0.5236937779048308
BROAD,22,300,0.38231459043537314,0.5195743214284108
BROAD,23,0,0.3228688409064847,0.486868844583581
BROAD,23,50,0.3298319291196976,0.4934975799135984
BROAD,23,100,0.331290842226574,0.482394583983242
BROAD,23,150,0.3352116492288369,0.477247109539457
BROAD,23,200,0.33494731112763443,0.46194861665130377
BROAD,23,250,0.3397882100895712,0.46013899810579884
BROAD,23,300,0.3427308107490146,0.4493102670102177
BROAD,24,0,0.3191805569565173,0.4657791527863725
BROAD,24,50,0.31724983418040265,0.45980194137574415
BROAD,24,100,0.3238572365080028,0.45825028130664086
BROAD,24,150,0.32935130961343206,0.4562676386374899
BROAD,24,200,0.32883609885144965,0.46857734217146957
BROAD,24,250,0.33266638003979093,0.47109299631509133
BROAD,24,300,0.33570930163854823,0.4711147874670927
BROAD,25,0,0.32076082750050255,0.5135904416546427
BROAD,25,50,0.32767302287656735,0.5211755529444545
BROAD,25,100,0.3374930303395628,0.5127416102858161
BROAD,25,150,0.3542714414853547,0.5243886794884829
BROAD,25,200,0.36545151584329305,0.532454962597771
BROAD,25,250,0.3773832879085879,0.5340860266428763
BROAD,25,300,0.38648155697844877,0.5377155034228168
BROAD,26,0,0.32172648183029173,0.49771466758111027
BROAD,26,50,0.32700630183090323,0.49747951914252225
BROAD,26,100,0.3405282212655338,0.5006593805390878
BROAD,26,150,0.3475324081138771,0.49913984298919467
BROAD,26,200,0.35068285596240634,0.5018010697649306
BROAD,26,250,0.35162569899507945,0.5013465693118322
BROAD,26,300,0.35471665684147774,0.5040311132995431
BROAD,27,0,0.3248631078805647,0.5306314534901684
BROAD,27,50,0.32830209502216634,0.533385932762081
BROAD,27,100,0.3357797222457747,0.5332304771812721
BROAD,27,150,0.34939980997063735,0.5293104772093215
BROAD,27,200,0.35235544708090233,0.4995685093243483
BROAD,27,250,0.3577504624232479,0.483206114371443
BROAD,27,300,0.36375434180143756,0.47497920473638416
BROAD,28,0,0.31197445507199645,0.47545196895542746
BROAD,28,50,0.31477461813156693,0.47865074886842357
BROAD,28,100,0.3195472413784406,0.4767887671159992
BROAD,28,150,0.32356682523498637,0.47347371488913764
BROAD,28,200,0.3205873927635305,0.46662181287159027
BROAD,28,250,0.32296097345372043,0.47415963630931296
BROAD,28,300,0.32605829869102737,0.4681634548390487
BROAD,29,0,0.32195303571489026,0.4770243364979732
BROAD,29,50,0.32532241804589035,0.4916921130645915
BROAD,29,100,0.3340148241044115,0.4897561804116506
BROAD,29,150,0.33956124024371326,0.48502104842690746
BROAD,29,200,0.33785834854170854,0.4778339171361604
BROAD,29,250,0.3304818381775043,0.4626425878729794
BROAD,29,300,0.3280631459508362,0.45595569950670134
FLAT,0,0,0.31784935410650605,0.36963473664816326
FLAT,0,50,0.31627842549605517,0.37551493417282683
FLAT,0,100,0.3128053592247509,0.3820379389335347
FLAT,0,150,0.3141833661702009,0.3924994366976201
FLAT,0,200,0.31857205854640186,0.3966966221828974
FLAT,0,250,0.3233947636118951,0.4030945192136883
FLAT,0,300,0.3244266559841749,0.4074637546594308
FLAT,1,0,0.3175054657963635,0.37207159405181334
FLAT,1,50,0.3157138542198028,0.3769614583441239
FLAT,1,100,0.31544674321767197,0.382798611917901
FLAT,1,150,0.31680862104284874,0.39695528858341234
FLAT,1,200,0.3164253240072592,0.41680257166965085
FLAT,1,250,0.31747011319144997,0.4220760695834803
FLAT,1,300,0.32247140793138035,0.43680120345545426
FLAT,2,0,0.31692659569225784,0.378640244983034
FLAT,2,50,0.3176521352806872,0.38648072763532504
FLAT,2,100,0.3212621552881706,0.3944820059671135
FLAT,2,150,0.3225893188838179,0.4007803253365243
FLAT,2,200,0.32019578572735885,0.4153541778996332
FLAT,2,250,0.3213741075321307,0.4185007811619645
FLAT,2,300,0.32783153799380016,0.4361572727543465
FLAT,3,0,0.32222382198126437,0.37611336347268165
FLAT,3,50,0.3256769417288685,0.3845301891147113
FLAT,3,100,0.3270592934198125,0.39453716936856437
FLAT,3,150,0.3331037343400136,0.4057640007570174
FLAT,3,200,0.3372543566577793,0.42510084340187754
FLAT,3,250,0.34064686392419163,0.432333393250769
FLAT,3,300,0.3410073530019389,0.43283820332180784
FLAT,4,0,0.3234758575469336,0.37859312827388014
FLAT,4,50,0.32564981099891294,0.38343845671677323
FLAT,4,100,0.3284422810529914,0.3907154275060412
FLAT,4,150,0.3322923700538255,0.3999615455092132
FLAT,4,200,0.33482515965385334,0.4207760988875209
FLAT,4,250,0.33374898981869955,0.41818876838940006
FLAT,4,300,0.3356104880406218,0.4248999729662611
FLAT,5,0,0.32043370746320093,0.3694517601912812
FLAT,5,50,0.3228161232128661,0.37410004081054077
FLAT,5,100,0.32453322538778845,0.3810254371774364
FLAT,5,150,0.3276484318573599,0.39037403305887175
FLAT,5,200,0.3300395015068395,0.40722631957835426
FLAT,5,250,0.3354458837497491,0.4137046649468911
FLAT,5,300,0.33629949072130544,0.4215321165315812
FLAT,6,0,0.31686578611802313,0.37591743792521853
FLAT,6,50,0.3183099893245612,0.38620789490269863
FLAT,6,100,0.31712197212264015,0.3909542562189914
FLAT,6,150,0.315074827575926,0.39094424878311884
FLAT,6,200,0.3141891331143282,0.41387978780506707
FLAT,6,250,0.31441415668040246,0.41682122586960835
