label,seed,fail_rate,gini,mean_actual,mean_reported,bias_gap,mean_reputation,reputation_variance,mean_reputation_lost,debunk_impact_rate,exploit_frac,explore_frac,train_frac
FLAT,2,0.7237369687249399,0.06728971962616814,0.8354509475192688,0.9499999999999998,0.114549052480731,4.190479269718661,7.52683076629156,0.0020963688305002557,0.0003479014351493052,0.918342719227675,0.06033789219629927,0.021319388576025743
FLAT,3,0.697884012539185,0.06975308641975309,0.8321659913420165,0.9499999999999998,0.11783400865798332,4.066737471321783,7.244314315748312,0.0013115977928523884,0.00021273447792201857,0.9273263609546796,0.05933226065969429,0.013341378385626173
FLAT,4,0.7311190193752471,0.061111111111111116,0.8449876776859073,0.9499999999999998,0.10501232231409252,4.21642613427957,7.449653101254455,0.0017862220210931895,0.0003706053254099939,0.9212255296326093,0.060069723786537944,0.018704746580852777
FLAT,5,0.7282442748091603,0.04669051878354202,0.8334776304120387,0.9499999999999998,0.11652236958796114,3.1746121167862476,4.660930141903461,0.0,0.0,0.94757307589166,0.05168946098149638,0.0007374631268436578
FLAT,6,0.7236622073578596,0.06276041666666665,0.8423990340007096,0.9499999999999998,0.10760096599929025,5.185528429548818,9.810728174937298,0.0,0.0,0.8828104049342987,0.06737731295253419,0.04981228211316707
FLAT,7,0.7065047021943573,0.059374999999999956,0.8441442994886635,0.9499999999999998,0.1058557005113363,3.9834545819675213,6.737976362315883,0.0014384656035293835,0.0002331474387869787,0.9303432555644945,0.05604719764011799,0.013609546795387503
FLAT,8,0.7180616740088106,0.09203413940256033,0.8408601491751041,0.9499999999999998,0.10913985082489575,4.559631421325792,11.651825767412895,0.0,0.0,0.923773129525342,0.0583266291230893,0.017900241351568785
FLAT,9,0.7167248738843617,0.08556701030927827,0.8461497009718644,0.9499999999999998,0.10385029902813547,4.183989999410653,8.02197435751579,0.0006344150730312187,7.346623647572263e-05,0.9375167605256101,0.053901850362027354,0.008581389112362564
FLAT,10,0.7140335392762577,0.06954087346024629,0.8460184093864915,0.9499999999999998,0.10398159061350831,6.585223580076297,15.656460483995351,0.0011681714441721034,0.00010037956542228771,0.8323277017967283,0.07897559667471171,0.08869670152855993
FLAT,11,0.7261526232114467,0.05763546798029551,0.8340630784193687,0.9499999999999998,0.11593692158063118,3.8433960802105407,7.650664857456752,0.0019272146962844455,0.0005735246756543432,0.9245105926521856,0.05805846071332797,0.01743094663448646
FLAT,12,0.7208937671501372,0.06386292834890961,0.8377526471643673,0.9499999999999998,0.11224735283563259,4.149587117680727,6.339558994673427,0.0,0.0,0.9366452131938857,0.05665057656208099,0.006704210244033253
FLAT,13,0.7097767513471901,0.11227197346600315,0.8448846844483031,0.9499999999999998,0.10511531555169673,3.6323063488979055,5.795106750038216,0.0,0.0,0.9462992759452936,0.048940734781442743,0.00475998927326361
FLAT,14,0.7109133126934984,0.09493670886075933,0.8468339667831467,0.9499999999999998,0.10316603321685314,3.9955635378013814,5.635737338374185,0.0,0.0,0.9366452131938857,0.05638240815231966,0.006972378653794583
FLAT,15,0.6977567886658795,0.05872534142640351,0.8398232561689438,0.9499999999999998,0.11017674383105602,4.402268426348084,9.606542231891458,0.004610153680551225,0.0011683837913902767,0.9200187717886833,0.05926521855725395,0.020716009654062752
FLAT,16,0.7147335423197492,0.0632286995515694,0.8380315987533689,0.9499999999999998,0.11196840124663099,4.51515865913635,6.269613587611652,0.0,0.0,0.9380530973451328,0.054773397693751676,0.00717350496111558
FLAT,17,0.7068683565004088,0.061057023643949826,0.8356600165027658,0.9499999999999998,0.11433998349723407,4.865766545977483,10.572653904418093,0.002266390136807062,0.0007948686586658117,0.8938723518369536,0.06583534459640654,0.04029230356663985
FLAT,18,0.7131050767414404,0.08551181102362193,0.8369574593338067,0.9499999999999998,0.11304254066619313,3.8546482742916,7.975050658428746,0.0004095129056986553,5.759804786617135e-05,0.9357066237597211,0.05463931348887101,0.009654062751407884
FLAT,19,0.7060221870047544,0.08577777777777773,0.842030156489818,0.9499999999999998,0.1079698435101818,4.3825282666042495,8.149908394471455,0.0,0.0,0.9237060874229016,0.05758916599624564,0.018704746580852777
FLAT,20,0.7269544924154026,0.07645107794361516,0.8336699488354071,0.9499999999999998,0.11633005116459272,3.443540942253823,5.797633655806867,0.002178266681478427,0.00047449631046239394,0.9409359077500671,0.05229283990345937,0.006771252346473585
FLAT,21,0.7080234833659491,0.05531914893617018,0.8442761175688857,0.9499999999999998,0.10572388243111419,4.2048012249768325,8.3278969744494,0.000779781330260379,0.00011941235907797585,0.9356395816572808,0.055779029230356665,0.008581389112362564
